review,sentiment
"Having read some of the other comments here I was expecting something truly awful but was pleasantly surprised. REALITY CHECK: The original series wasn't that good. I think some people remember it with more affection than it deserved but apart from the car chases and Daisy Duke's legs the scripts were weak and poorly acted. The Duke boys were too intelligent and posh for backwood hicks, the shrunken Boss Hog was too cretinous to be evil and Rosco was just hyper throughout every screen moment. It's amazing the series actually lasted as long as it did because it ran out of story lines during the first series.<br /><br />Back to the movie. If you watch this film in it's own right, not as a direct comparison to however you remember the TV series, then it's not bad at all. The real star is of course the General Lee. The car chases and stunts are excellent and that's really what D.O.H. is all about. Johnny Knoxville is his usual eccentric self and along with Seann William Scott as Cousin Bo the pair make this film really funny in a hilarious Dumb-And-Dumber sort of way the TV series never achieved. The lovely Jessica Simpson is a natch as Miss Daisy, Burt Reynolds makes a much improved Boss Hog and M.C. Gainey makes a believably nasty Rosco P. Coltrane, the way he always should have been.<br /><br />If you don't like slapstick humour and crazy car stunts then you wouldn't be watching this film anyway because you should know what to expect. Otherwise if you want an entertaining car-action movie with a few good laughs that's not too taxing on the brain then go see this enjoyable romp with an open mind.",positive
"This may be the only film that actually comes close to capturing on film the essentially uncapturable world of the American college experience of the late 60s-early 70s. Go ahead, name another movie that even approaches this one: ""Getting Straight""? ""RPM""? These are caricatures. ""Return of the Secaucus Seven"" has its moments, but that's a retrospective film about (self-obsessed) individuals more than a film about a time and a place depicted *in* that time and place. ""Drive, He Said"" portrays-- with subtlety and nuance where it should, and a swift kick in the shorts where that's the only appropriate way-- the anti-draft movement, the ambiguity of big-time college sports (especially when there's a war on), the sexual revolution of the period, and the general unreality of the day. Believe me, it was like that.<br /><br />The whole cast deserves commendation (as does the director, of course) but particular praise should be reserved for Bruce Dern, as the basketball coach, and Karen Black, the hero's very unusual-- except for that time-- love interest. William Tepper, as the lead, also rates a real round of applause both for his perfect capturing of the student-athlete of the period and for actually playing real college basketball in the film (remember Anthony Perkins in ""Tall Story""? Yikes!).<br /><br />All in all, a classic of a kind-- and the last film someone currently in 6th grade should be writing comments on (""boring"", ""repellent""-- um, right, sonny, please go back to your Arnold movies). Why isn't this film available from imdb?",positive
"I think the show had a pretty good concept to work with. But the execution was poor. The script is poor and acting is bad. There were many issues that could have been portrayed in a better way, like the protest against gay marriage or finding the graveyard. The show can't be properly termed as comedy show as it lacks humor miserably. I should say this show was barely successful in putting the life of Muslim community to some extent.<br /><br />Till now second season is worse than the first one. I had my hopes high regarding this show, but I was kind of disappointed. Still I appreciate CBC for putting up such concept in front of the viewers. Anyway I wish best of luck for the future.",negative
"Words are seriously not enough convey the emotional power of this film; it's one of the most wrenching you'll ever see, yet the ending is one of the most loving, tender, and emotionally fulfilling you could hope for. Every actor in every role is terrific, especially a wise and understated Jamie Lee Curtis, a tightly wound and anguished Ray Liotta, and a heart-stopping turn from Tom Hulce that should have had him up for every award in the book. (He's the #1 pick for 1988's Best Actor in Danny Peary's ""Alternate Oscars."") The last half hour borders on melodrama, but the film earns every one of its tears--and unless you're made of stone, there will be plenty of them.",positive
"It says a lot about the United Kingdom when television programmes like this not only get made but also run for three series. Unfunny, politically correct to the point of sickening and poorly acted and written. Meera Syal has not been funny or accomplished in anything that she has been in, go on tell me I am wrong, and Jasper Carrott, funny guy as he is, is well past his eighties prime. This is such a bad comedy that it could have been made by ITV but even stinkers like The Upper Hand and the one with James Bolam as a car park attendant look like Fawlty Towers compared to this rubbish. I would love to sit down with the writer/director of this show so that they can point out the humour in this programme. Admittedly the majority of the UK's population is made up of poorly educated chavs but this would not tickle their funny bones. That's if they could tear themselves away from Big Brother or from their mobile phones but that's another story. Complete and utter dirt!",negative
"Director John Madden, of Shakespeare in Love fame, gives us another pretty bad film in Ethan Frome. The plot centers around a new reverend coming into the town of Starkfield where he learns the story of the local crippled man Ethan Frome's sick wife and one-time romantic tryst with the maid. Adapted by Richard Nelson from Pulitzer Prize-winning author Edith Wharton's novel, this film isn't interesting in the least thanks to an abysmally weak script and poor direction that turns scenes that are supposed to be poignant into laughable schmaltz. Still, there are other aspects apart of the film that work - the cinematography is well done, Rachel Portman contributes a lovely score, and while no one is at their best, Liam Neeson, Joan Allen, Patricia Arquette, and Tate Donovan work well in their roles. But overall, Ethan Frome is only marginally worthwhile and is easily forgotten.",negative
"At a panel discussion that I attended after viewing this film, the filmmakers stated that one should look at this not as a movie but a provoker of thought. Well, the only thoughts that were provoked from me were of the time wasted watching the movie. The gimmicks of the film (documentary style, futuristic setting) served as distractions of what was supposed to be a thoughtful examination of the abortion debate. This film illustrates the problem when people try to use film as a platform for their political views - usually a very boring movie that preaches to the choir.",negative
"Uma and Travolta were very good together, but - unfortunately - when they left the screen, the movie was nothing but a bunch of very boring and wordy secondary characters wrapped in some extremely bad writing. Occasional glimpses of greatness like the dance scene between Uma and Travolta quickly eroded when the likes of Harvey Keitel and similar uninteresting thugs came on. And the white dude who tried to act black got VERY, VERY tiresome after way too much exposure in the picture. He weighed down a fairly good performance by the Rock, the only secondary character who you couldn't wait to see leave the screen. Bad, dumb plot. The writers clearly couldn't figure out if they writing to Generation X or the 12-15 year old rap crowd, and the combination turned into a film that kept me staring at my watch!",negative
"Even if you're not a ""theatre person,"" I highly recommend that you see this. Based off of a play of the same name by Christopher Bond (which, in turn, had been based off of an old London legend), Sondheim did a wonderful job bringing it to the musical theatre stage. The score is just amazing-- by far Sondheim's best, and probably one of the best scores written for a musical ever. The show was cast extremely well, my only complaint being of Betsy Joscelyn's portrayal of Johanna. It;s good, mind you, and she's a very versatile actress, but she just doesn't sing ""Greenfinch and Linnet Bird"" too well. But other than that, it's all phenomenal-- Angela Lansbury *made* the role of Mrs. Lovette, and she just does it so well. George Hearn was a good replacement for Len Cariou in the title role, and Ken Jennings gives a great performance as Tobias. The ending will give you chills. Top marks for a wonderful show.",positive
"You have to be awfully patient to sit through a film with one-liners so flat and unfunny that you wonder what all the fuss was about when WHISTLING IN THE DARK opened to such an enthusiastic greeting from audiences in the 1940s.<br /><br />On top of some weak one-liners and ordinary sight gags, the plot is as far-fetched as the tales The Fox (Red Skelton) tells his radio audience. You have to wonder why anyone would think he could come up with a real-life solution on how to commit the perfect crime and get away with it. But then, that's how unrealistic the comedy is.<br /><br />But--if you're a true Red Skelton fan and enjoy a look back at how comedies were made in the '40s--you can at least enjoy the amiable cast supporting him. Ann Rutherford and Virginia Grey do nicely as his love interest and Conrad Veidt, as always, makes an interesting villain. One of his more amusing moments is his reaction to Skelton explaining the mysteries of wearing turbans. ""I never knew that,"" he muses, impressed by a minor point that is cleverly introduced.<br /><br />All in all, typical nonsense that requires you to accept the lack of credibility and just accept the gags as they are. Not always easy for a discriminating viewer as many of them simply fall flat, the way many comedies of this era do because the novelty of the sight gags and one-liners has simply worn off.",positive
"A lot of themes or parts of the story is the same as in Leon, then other parts felt like some other movie, I don't know which, but there are an familiar feeling over the whole movie. It was kind of nice to watch, but it would have been fantastic! if the story would have been more original. The theme little girl, bad assassin from Leon, is just tweaked a little. The opening scenes are really good :-) It is strange that people like to fight in the kitchen, in the movies :-) My biggest problem was to remember which parts was from Leon, Nikita and if they where from the French or American version. If you have not seen Leon, then this is a good movie. If you liked this movie, then I can recommend Leon.<br /><br />Best Regards /Rick",negative
"A beautiful, sensitive film that brings home the futility and cruelty of wars no matter what the so-called reasons. The performance of Cage and Cruz were quite impressive, but it is to the older Greek characters that go the highest praises. Irene Papas is as gorgeous as ever! Though some scenes seems a little long at times, this film will be a heavy Oscar contender.",positive
"One of the few reasons to make these pointlss films is to give some actors a chance to hopefully star in better films if they're acting is any good. The only good thing in this movie is the acting, the three female leads are better than most horror films like this. There's 2 scenes that may cause an unexpected jump.<br /><br />Young small children are use to crawl through holes and lay dynamite to explode mines. When one does collapse causing a cave in all the children die, becoming zombies. The adults in the mine stay dead, no reasons are given as why the children become flesh eaters. When still alive they looked terrified before the cave in, innocent, so they must become enraged at any adult which exploited them int he mines (only reason that come to mind).<br /><br />A mother and her 2 daughters move into a house near the mine, along with a land devoloper who wants to build a resort and another of those creepy people who seem to know exactly what's going on yet no one believes him.<br /><br />Nothing new here, you're usual clichés, predictable, a lot of negatives for this film, very few positives.",negative
"It's been 19 years since Gordon Gekko used ""Wall Street"" to let us know that greed is good. Now, Michael Douglas takes the GG persona and morphs it into a Secret Service agent, Pete Garrison. Guess what? It works! This is a solid political thriller that kept me guessing. The detail work in showing the security precautions taken by the SS on behalf of the President and First Lady was likewise intriguing. All the leads were pretty good but, try as I might, I could not accept Eva Longoria as a Secret Service agent. Whereas Jodie Foster just made you suspend belief and really think she was FBI agent Starling in ""Silence of the Lambs"", you do not get the same feeling with Longoria. Nevertheless, this is a fun film, escapist entertainment with the Beltway as the backdrop.",positive
"This has the funnist jokes out of all the Cheech & Chong flicks. It's the first one I saw with these guys. I found it to be really good. My dad actually recommended me to get it. WHAT A GREAT ROLE MODEL, and my GRANDMA actually bought it for me, knowing what it was like. What a family I have. Well this movie is pretty good and great to rent when you want to see a good classic. I must warn you though, this isn't gut-busting funny. It has its moments but not as funny as There's Something About Mary. Check it out anyway. I'm sure you'll laugh. Unless your an anti-drug activist or something.",positive
"The GREAT NEWS is that this film is now AVAILABLE on DVD from http://treasureflix.com for all those who wish to own it as well as on video.This is good news as it is one of my favourite films!<br /><br />I watched this film for the first time in the 80s and it is compulsory holiday viewing. Living in the small market town called Tewkesbury, picturesque and with its own traditions,of reenactments,and traditions we are also a cosy tight community. We are now also faced with large housing developments which threaten to destroy the Community and you can see why I love this film First of all-and most important, there are LASHINGS of snow!!!! Then there is the lovely legend of the Christmas Tree and also the Christian denouement as all the community cough up the money to help the destitute farmer save his farm and stay in the community. The evil developers-only after the money are sent packing as the whole town pledge their money to help protect what they have , which is very special. I love the way the whole community send their message to Santa via the post office which is misunderstood by the hero . He and his daughter have a long journey to make after the death of the wife and mother of the family. (There is a likely candidate for this)-even a sleigh ride and most heartwarming of all is that the taxi driver, whose engine is broken is mysteriously given a new one on Christmas morning and no-one had engineered it! There is a lovely moment where Denver sings a lullaby and an exciting search. Great gentle film for everything Christmas is really about.",positive
"Bette Midler showcases her talents and beauty in ""Diva Las Vegas"". I am thrilled that I taped it and I am able to view whenever I want to. She possesses what it takes to keep an audience in captivity. Her voice is as beautiful as ever and will truly impress you. The highlight of the show was her singing ""Stay With Me"" from her 1979 movie ""The Rose"". You can feel the emotion in the song and will end up having goose bumps. The show will leave you with the urge to go out and either rent a Bette Midler movie or go to the nearest music store and purchase one of Bette Midler's albums.",positive
"Much better than it is generally given credit for, this version of ""Lost Horizon"" not only had great music and beautiful scenery, but also some stunning mountain photography. A special edition laser disc was released some years ago which added more than 30 minutes of previously deleted material, extra music, and lots of bonus material. So why isn't this on DVD?! Hard to figure the studios out sometimes. Certainly the roles could have been given to people who could sing better than Peter Finch, Liv Ullman, George Kennedy and Sally Kellerman, but what do you want in a movie, good acting or melodious pipes? Song and dance man Bobby Van is great fun, Michael York is a suitably tragic villain, and seeing Sir John Gielgud decked out as Chang may sound silly but actually works very well on screen. Trust me, you need to check this movie out - if you can find it!",positive
"Bill Paxton stars in and directs this highly original film. Having watched the first time I was by how good it was. The reviews I had heard were OK . As a result I was expecting an average thriller at most .However because of Paxtons excellent directing and acting the film is well worth watching , especially if you are a horror film fanatic.The film is also helped by the plot twists which keep coming until the closing credits . The films strongest point is the storyline which I have to say is highly original and is like I have ever seen before. Well done also to the 2 young leads which perfectly convey the emotions if these confused boys. I give this film 9/10 and I highly recommend that everyone catches it.",positive
"About the movie itself, there are ample comments. <br /><br />I just wanted to say something about the German version, which I have seen recently on TV. It is heavily cut. From 103 to 76 minutes! It is usual that the most bloody scenes are cut for German TV. I understand the reasons for that, but this movie was something else. They did not only cut ""gore-shots"" - they have cut entire sequences, sparing only glimpses. Like: ""WE have to attack THEM"" - one 5 second shot of explosions in the camp - protagonist running away.<br /><br />When the assault on the island begins, it isn't even possible anymore to follow the storyline. All the cuts create something that amounts to a string of erratic, disconnected scenes that don't make any sense anymore.<br /><br />I could not stand to watch the end after spending 60 minutes on this nonsense.<br /><br />I think I would have given the original 7/10 The German version is worth only 1/10<br /><br />Get it on DVD (and check the runtime first) or forget about it.",negative
"This movie is one of the worse examples of hype. People who read IMDb comments might be tempted to view this total waste of time, as I was, by false tag-lines like "" A throwback to 80's horror"" and what-not. This movie sucks, from the acting to the directing to the story. Horrible, all across the board. And I really like GOOD horror films, I am not at all a snob. This sucked. For reference, I loved The Grudge 1 and 2, Black Sheep, Planet Terror, Texas Chaisaw Massacre The Beginning, The Others, The Ring, Jason X, Slither, Planet Terror, and really hated The Ring 2, Texas Chainsaw Massacre(re-make)Wolf Creek, The Hills Have Eyes(re-make)Hostel 1 and 2, and this movie. Gore doesn't trump fun or originality.",negative
"I gave this a 2, and it only avoided a 1 because of the occasional unintentional laugh. The film is excruciatingly boring, and incredibly cheap. It's even worse if you know anything at all about the Fantastic Four.",negative
"I really liked this movie. If other people want to give it an average around 5.0/10 that's their choice. I would give it 10/10. Sutherland's performance as a private eye is totally awesome. The story is amazing, human, exciting, intelligent. The dialogue is good. The story might not be perfect but anyway - the mood of the movie is good enough to compensate for that. Moreover, the ending is incredibly cool and their the jig-saw puzzle really comes back to together. So anyway I liked it. I also thought the female lead actress performed very well. I'm not a big fan of detective movies but this one was really good, also because it doesn't give a damn about conventions of the supernatural.",positive
"Robin Williams and Kurt Russell play guys in their 30's who put their marraiges in jeopardy by deciding (Russell somewhat reluctantly) to replay their heartbreaking tie with rival Bakersfield years after the fact. Williams is ok, but Russell is flat-out great as legendary Taft quarterback Remo Hightower. Holly Palance does a nice and attractive turn as Williams' wife, who could live without this rematch. Film is worth watching just to see the famed Remo in action. Highly recommended.",positive
"Got this the other day from the Creators on DVD. I saw this advertised in a free magazine whilst family were stopping in a hotel, had never heard anything about it. After reading it was filmed on Balmedie beach i just had to buy it. I used to take the kids to the dunes in the film all the time whilst living in Aberdeen.<br /><br />1st off Im not a big Sci-Fi fan (baring Star Wars) I was really just wanting to see what they had done with this film location, I was presently surprised. This didn't turn out to be a standard Sci-Fi, more like a mix of sci-fi and survival horror.<br /><br />Had a good storyline, which was different, had great special effects for the budget that it was produced with £8000. Acting was better than average for a low budget film. The way they have edited out the whole coastline to make it feel like the dry desert planet that they are on was nice.<br /><br />Weapons in the film were realistic and the creatures were cool kinda like predator in invisibe mode.<br /><br />All in all I will buy any future releases from these guys, maybe a all out horror next (Hint Hint). The extras on the DVD were very informative on giving background for the producers, I would like to see some of them shorts included as extras on a next DVD release.<br /><br />Excellent work keep it up",positive
"I guess I am coming late to the party. I just saw this 1995 version of Bye Bye Birdy on Sky TV. I didn't know it existed and was fully prepared to see the 1963 film version when I turned it on.<br /><br />I played Albert a long time ago and I am thinking of putting on an amateur production of the show because I remembered it as being so much fun to do. I was not impressed with this newer version. It just wasn't enough fun. It was not colorful. It lacked the exuberance of youth. The lighting was bad. No one seemed to mention this fact. This is not a moody musical, it is bright and up beat. The lighting decision was a poor creative choice.<br /><br />Bye Bye Birdy is a farce, a comedy of errors. I got no sense of that in this version. The lighting was awful and it dulled the overall performances. The dance numbers seemed anemic as well. We do have music videos these day. At least the dance numbers should have measured up to some of the best of those, or how about some of the best of Broadway. The choreographer was asleep at the wheel it seemed.<br /><br />Although all the actors were supremely talented, there were some really bad casting choices. Vanessa Williams is not Latin, and with so many talented Latin performers out there, wouldn't it have been more correct to cast one of them in the role of Rosie. Vanessa is African American, lovely and talented, but bad casting. Jason Alexander's effort was astounding, he always does intelligent work, but he just wasn't Albert. He was miscast and I think that is obvious to most people who see this version.<br /><br />The medium of film is not the medium of stage. There needs to be translation from one medium to another. The exuberance and the flash of stage musical must be TRANSLATED to film. There is no merit being faithful to a stage script when it is being filmed. The spirit, the essence of the production must be brought forth. To me the 1963 film production of Bye Bye Birdy was bright and lively, while the 1995 production was as gloomy as the lighting and as lackluster as the dance numbers. It turned out to be an unfortunate waste of effort by many really talented people.",negative
"I recently rented this video after seeing ""Final Ascent"" by the same writer. I wasn't prepared for how intense this film would get. I found it engaging from start to finish, and was rooting for the teenagers to get away with their attempted crime. The ending was definitely disturbing with some of its implied violence, but well-done. I highly recommend this picture.",positive
"My first question after seeing this film was, ""Why is the title LIAM?"" If the intent was to tell a story from the boy's perspective, it was not carried out well. Of course there was the formulaic use of camera angles in the boy's scenes, but much of the crucial action took place outside of his field of view. Having a ""main"" character unable to speak (obviously suggesting the mute, powerless position of a child) makes it difficult to give that character much depth.<br /><br />Melodrama is defined as: ""dramatic or other literary work characterized by the use of stereotyped characters, exaggerated emotions and language, simplistic morality, and conflict"" LIAM fits this definition to a T. The viewer is hit over the head with the typical stereotypes of the fire and brimstone Catholic Church in the stern school marm and the well-fed priest squeezing money from parishioners. (A stereotype which is becoming very tiresome.) What's more--the Jewish characters are money lenders and factory owners!<br /><br />Much of the film was predictable...Who didn't think that we'd see Theresa scrubbing the toilet after her mother had told her ""No daughter of mine will scrub another woman's toilet!"" I'm a fan of British realism if it's done well. In my opinion, LIAM is not.<br /><br />",negative
"Rise of the Undead starts as some huge nuclear type blast rips through an unnamed American city, a few people survive in a building by leaning on the door so it'll stay closed & keep the nastiness out(!). They argue amongst themselves for ages, then a monster thing arrives from seemingly nowhere & begins to kill them of one-by-one...<br /><br />Written, produced & directed by Jason Horton & Shannon Hubbell one has to say Rise of the Undead is terrible. The script takes itself very seriously but makes little sense, the first thing I asked myself was if there's this huge nuclear blast type thing going on outside destroying the entire city why are these people I'm watching still alive? Why is the building they are in still standing? Then I asked myself when was something actually going to happen, the entire first 20 minutes is set in one room, actually that's a bit generous it's more of a corridor as the main character's argue. Then it turns into some Return of the Living Dead (1985) rip-off with a Government created virus which turns people into zombies before one of the most abrupt, pointless & seemingly random plot twists I've ever witnessed which renders most of what has just happened a complete waste of time. Then for the final 30 odd minutes Rise of the Undead turns into some strange sci-fi type thing as something which resembles a ball of energy floats around killing everyone, was I the only asking what this floating ball of energy thing is & where it came from? Getting back to what was happening outside what was the reason again? Oh that's right we are never told. Rise of the Undead is a mess, the character's are awful & aren't even given names, the twist about halfway through will have you tearing your hair out in frustration, the dialogue sucks, nothing is explained & there's virtually no story here. The final 10 minutes (maybe a bit more) of Rise of the Undead features no dialogue whatsoever & the film just suddenly ends.<br /><br />Director's Horton & Hubbell were obviously working on a low budget, the entire film is set in about two rooms & three corridors! The photography is awful, they use annoying colour filters seemingly at random & sometimes it really does look like Rise of the Undead was shot on a camcorder. There's no special effects, there's some fake blood splashed around but no actual make-up effects to speak of. There are some CGI shots of the city being engulfed in flames which look alright but the floating ball of energy creature thing looks terrible. There is one baffling shot early on where two people are sitting against a corridor wall & talking, for some bizarre reason their heads are cut off at the top of the screen! Just their lower bodies from the neck down are seen yet nothing else is happening in frame, they are not moving & there's no else there but for some strange reason their heads are cut off the top of the frame as they talk to each other! It's quite an odd thing to watch actually.<br /><br />With an ultra low budget of about $10,000 & according to the IMDb shot in two weeks I have to congratulate the makers for getting Rise of the Undead finished & distributed but that's where my congratulations stop because otherwise this has awful production values & is set in about three corridors which are located somewhere in New Orleans in Louisiana as that's where Rise of the Undead was shot. The acting sucks so I won't dwell on it.<br /><br />Rise of the Undead sucks, it sounds like a zombie film but in all honestly it isn't, everything about it is sub par & I know the filmmakers were working on a low budget but that's not really an excuse as far as I'm concerned. Definitely not recommended.",negative
"One of the best parts of Sundance is seeing movies that you would otherwise almost certainly miss. Unless you're a real art-house devotee, you probably don't catch many documentaries. Only a handful get any recognizable distribution. Fortunately, Sundance has increased its commitment to documentaries in recent years.<br /><br />Shakespeare Behind Bars is a powerful documentary about a dramatic production group at the Luther Luckett Correctional Complex in LaGrange, Kentucky. Every year a group of inmates present a Shakespearean play. Director Hank Rogerson and his crew follow the troupe as roles are self-selected, interpreted, rehearsed and ultimately performed.<br /><br />The movie is filled with fascinating revelations for those of us that have not been exposed to prison environments. Despite the labels we know them by (convict, felon, murderer, etc.) we soon began to appreciate and respect these men as thinking feeling human beings. Serendipitously, the play chosen for the year of filming was The Tempest, with its penetrating focus on forgiveness and redemption. The actors all grapple with the relevance of the play to their lives, finding patterns and parallels with their characters and the meaning of the drama.<br /><br />For a documentary film, like a book, the best that can be hoped for is that we experience something that changes our lives. Shakespeare Behind Bars was a personal revelation for me. ""O brave new world, that has such creatures in it.""",positive
"Jane Eyre has always been my favorite novel! When I stumbled upon this movie version in the late 90's I was ecstatic! This is the best and most complete version of the book on film! This version is a little long to sit through in one sitting but well worth it. Timothy Dalton is amazing as Rochester. I was glad that they cast a normal looking actress (Zelah Clark) as Jane and not a glamorous person. I love the sets and the location. For anyone who is a true Jane Eyre fan, this is the version to watch!!! For those of you who are interested, I just found this version on DVD. I have watched my VHS copy almost to breaking so I was thrilled to find it on DVD.",positive
"I saw this cinematic wretchedness in a dollar theater with a friend in 1979 (back when the tickets actually sold for $1). This is the only film I have ever walked out on (with my friend, while the idiocy that is the ""Laser Bra 2000"" sketch was on screen). Evidently, my and my friend's reaction to the film was a common one. It is not that I found the film offensive (either as an 18-year-old or now), but rather that it is mind-numbingly stupid and patently unfunny, devoid even of the unintended humor that makes a Ed Wood film watchable. This is the real reason why NBC refused to air it, rather than a failure to comprehend Mr. Mike's ""vision"" (unless, of course, his vision was to drive the film's backers into bankruptcy).<br /><br />I remained surprised to this day that this film does not seem to have made any published ""10 worst films of all time"" list. It certainly makes mine. You have been warned.",negative
"Yep, this has got to be one of the lamest movies I've ever seen. It's utterly tasteless, has no style whatsoever, the story is so thin that you can watch television through it, and the whole film has so many holes you could drive an oil tanker through it.<br /><br />Sure, I appreciate a good B-movie as much as most male white homo sapiens do. But this has got to be the worst I've seen. In fact it's so B that it lacks everything that makes a B-movie interesting.<br /><br />The whole movie is based around such charming artefacts as the characters beating the crap out of each other, various bodily functions and the complete lack of sanity of anything on-screen.<br /><br />It's not even funny. In fact it's quite the opposite. I found it even boring at times due to it's extreme predictability.<br /><br />I find nothing good to say about this movie. It was a waste of time watching it, and I hope others don't do the same mistake. If you also pay for it you should get a serious brainscan done.",negative
"Loosely based on novels by Earl Derr Biggers, 20th Century Fox's Charlie Chan series proved an audience favorite--but when Japan attacked Pearl Harbor the studio feared audiences would turn against its Asian hero. This was a miscalculation: actor Sidney Toler took the role to ""poverty row"" Monogram Studios, where he continued to portray the character in eleven more films made between 1944 and his death in 1947.<br /><br />20th Century Fox had regarded the Chan films as inexpensive ""B"" movies, but even so the studio took considerable care with them: the plots were often silly, but the pace was sharp, the dialogue witty, and the casts (which featured the likes of Bela Lugosi and Ray Milland) always expert. The result was a kindly charm which has stood the test of time. Monogram was a different matter: Chan films were ""B"" movies plain and simple. Little care was taken with scripts or cast and resulting films were flat, mediocre at best, virtually unwatchable at worst.<br /><br />Thanks to an adequate cast and a few interesting plot devices, THE SHANGHAI COBRA is among the best of the Monogram-made Chan films--but even so it barely manages to achieve a consistent mediocrity. In this particularly entry, Chan (Sidney Toler) is called upon to investigate a murderer who kills with what appears to be a cobra-like bite; at the same time, he decides to make certain that a government supply of radium tucked away in a bank vault, of all places, remains secure. Do these two seemingly unrelated plot lines come together? Well... could be! Sidney Toler is always enjoyable as Chan, but most of his Monogram performances seemed ""phoned in""--and that is as true of COBRA as it is of any Monogram Chan film. As usual, the really enjoyable performer is Mantan Mooreland. Changing times have led us to look upon Moreland's brand of comedy as demeaning to African-Americans, but he was an expert actor and comic, and taken within the context of what was possible for a black actor in the 1940s his work has tremendous charm and innocence.<br /><br />Fans of the 20th Century Fox series are likely to find Monogram's Chan a significant disappointment and newcomers who like the Monogram films will probably consider them third-rate after encountering the Fox films. Like other Monogram Chan films, THE SHANGHAI COBRA is best left to determined collectors. Four stars, and that's being generous.<br /><br />GFT, Amazon Reviewer",negative
"This is one awful movie!! Some people told me that it was not that bad actually but I sure disagree! The monster is amazingly cheap (and funny) looking but this is something we all knew I guess. In addition to that, the dialogs are awful and the writing is just plain terrible.<br /><br />As bad as it is, this movie as the quality of being entertaining. Not always for the good reasons but it's a good ""so bad that it's fun"" flick.<br /><br />By the way, there's no such thing as ""La Castagne"". According to a secondary character in the film named Pierre (described in the movie as a French Canadian), there's a legend among French Canadians about a giant bird know as ""La Castagne"". As a French Canadian myself, I can assure you that I never heard of such a legend. It sure made me laugh though... :))",negative
"That's My Bush is a live action project made by South Park creators Trey Parker and Matt Stone.The show was cancelled after one season, not because of bad reviews(it actually got good reviews), but because it was very expensive.That's my bush is a pretty funny spoof of an average network TV sitcom.It is also a political satire.Now, this is nowhere near as good as South Park, but it is a very funny spoof of a sitcom and also a pretty good political satire.The guy who plays in that's my bush looks a lot like him! If you can find the show, check it out.There are plenty of laughs to be had!<br /><br />9/10",positive
"Full disclosure: I'm a cynic. I like my endings sad and my hankies dry. I didn't cry when Bambi's mother was shot. Will Smith's new film Happiness looks like a desperate plea for an Oscar. Basically I was born without an artistic soul. <br /><br />So why on earth did I like ""10 Items or Less?"" Maybe it was the double espresso I downed before the show. Or (more likely) maybe it was that even the most hardboiled of movie fans could use an occasional shot of sweetness. <br /><br />And sweet it is. From the moment ""Him"" meets ""Scarlet"" (an event far from a Nora Ephron ""meet cute"") the view is taken on an intimate journey with two strangers learning to care about where their lives are headed. (Aided beautifully by Phedon Papamichael's cinema verity style camera work.)<br /><br />The main argument about the film is that it's too far fetched. Is the film far fetched? I don't know. You tell me. I've yet to meet Adrian Brody at the market. (However, not for lack of trying). Do I enjoy considering the adventures that might occur should this momentous event take place? Darn straight I do . . .that's where most reviews of ""10 Items or Less"" fall short . . .they fail to take into account that even we cynics have fantasies. And heck, sometimes, it's worth the price of admission to vicariously live them, 82 minutes at a time.",positive
"I didn't catch Gilmore Girls when it first came out, so still doing some catch-up on the first season. I read through most of the users comments and For the negative ones, I have to ask, what show are you watching??<br /><br />This show is a classic, great lines, characters and good acting. And best of all, NOT your standard formula show always with an occasional twist to the story. There are probably more women who see themselves reflected in the Lorelai/Emily relationship then in the Lorelai/Rory relationship. The people and storylines are not PC but they are real!!<br /><br />If you find the dialogue annoying, I suggest you tape the show, so you can rewatch the parts don't understand.",positive
"I had high hopes going to see this, as I always enjoy Paul Bettany's performances. I thought he was very good as Darwin, and did his best considering the terrible material he had to work with.<br /><br />Darwin's book On the Origin of Species was one of the most ground-breaking, controversial and innovative publications ever, yet you'd never think it based on this tedious movie. It's like a two-hour episode of a soap opera in a Victorian setting. There is virtually nothing about Darwin's five-year voyage on The Beagle to the Galapagos Islands, for example, surely of supreme significance to the story, as it was from his investigations of the wildlife thereon that he began to form his theory of evolution.<br /><br />This is just one long, dreary, domestic drama, with Darwin portrayed as a slightly loopy eccentric, seeing visions of his dead daughter everywhere and being given the cold shoulder by his emotionally-constipated wife. Jennifer Connelly's portrayal of Emma Darwin is nothing short of awful and bears little relation to historical descriptions of the real Emma. There could have been an opportunity here to present the creationist interpretation of life on earth, from either Emma or from the local priest, as played by Jeremy Northam (a blink-and-you'd-miss-it part which is a complete waste of a talented actor) to act as a counterbalance to Darwin's views, but it wasn't taken up. <br /><br />The story focused too much on endless mawkish sentiment about Darwin's grief for his daughter Annie, and too much time was also wasted in Darwin wondering whether or not to write his book. Eventually I was so bored it was difficult to care. <br /><br />All in all, this was a bit like making a movie about Picasso and spending two hours concentrating on him having a fight with his girlfriend and not bothering to mention that he was an artist.",negative
"A pleasant surprise! I expected a further downgrade along the line: The Rock (9)-->Con Air (7)-->Armaggeddon (4). Especially for such an overhyped film. Perhaps that's the reason so few approved of this new type of Bruckheimer fare. Clever dialogue instead of snappy one-liners, decent background/motivation instead of shake-n-bake stereotypes and when the chase came you really thirsted for it. Fanboys expecting an Armageddon rollercoaster: stay away. This is one for the more intelligent action fans. It didn't even bother me Jolie appeared so little.",positive
